"","topDirector","topActor","CastGenderAVG","budget","popularity","revenue","runtime","vote_average","vote_count","holiday_month","num_lang","original_isEnglish","country_USA","country_UK","country_Germany","country_France","country_Canada","country_Austr","genre_Action","genre_Adventure","genre_Fantasy","genre_Science Fiction","genre_Crime","genre_Drama","genre_Thriller","genre_Animation","genre_Family","genre_Western","genre_Comedy","genre_Romance","genre_Horror","genre_Mystery","genre_History","genre_War","genre_Music","genre_Documentary","genre_Foreign","genre_TV Movie"
"873",0,1,1.7,55000000,7.768223,9450897,125,5.7,95,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"874",0,1,1.83333333333333,46000000,19.643365,107196498,99,5.5,308,1,3,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"875",0,1,1.5,53000000,45.565918,139804348,94,7.4,1432,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"876",0,1,1.69230769230769,52500000,57.374341,179213434,127,7.4,1300,0,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"877",0,0,1.625,75000000,8.41856,54249294,89,5.4,113,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"878",0,1,1.83333333333333,53000000,46.049902,98837872,122,6.3,1242,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"879",0,0,1.83333333333333,90000000,23.9366,65900249,132,6.7,526,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"880",0,1,1.72222222222222,53000000,49.593978,126690726,109,7.2,1486,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"881",1,1,1.53333333333333,67000000,16.637642,25037897,191,6.8,459,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"882",0,0,1.28571428571429,0,1.453765,0,172,5.9,26,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"883",0,1,1.625,0,6.162872,5761917,124,5.4,81,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"884",1,1,1.62962962962963,52000000,73.944049,352114312,141,7.7,3795,1,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"885",1,1,1.91304347826087,40000000,38.306954,132820716,157,6.7,1702,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"886",0,0,1.53333333333333,52000000,26.251217,204999686,106,5.6,832,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"887",0,1,1.46666666666667,52000000,30.780599,609841637,108,6.4,1386,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"888",0,1,1.52173913043478,52000000,25.41929,216485654,125,5.7,1013,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"889",0,0,1.72222222222222,50000000,15.98212,110803676,104,5.1,316,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"890",0,1,1.92,52000000,40.072583,98126565,170,7.2,771,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"891",0,0,1.625,52000000,32.015477,75450437,112,5.9,736,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"892",0,1,1.8125,82000000,24.444186,47434430,118,6.9,435,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"893",1,1,1.89285714285714,52000000,40.06688,116112375,178,7.8,1307,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"894",0,0,1.61538461538462,52000000,27.916284,52826594,92,6.1,675,0,4,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"895",0,0,1.81818181818182,52000000,15.20707,0,104,5.1,278,0,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"896",0,0,1.75,51000000,39.001682,149270999,116,6.1,927,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"897",0,0,1.8125,51000000,10.430832,72779000,90,5.3,225,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"898",0,0,1.55555555555556,0,5.952527,47231070,93,5.1,109,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"899",0,1,1.64705882352941,50000000,94.815867,709827462,130,5.6,2436,0,2,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"900",0,0,1.86363636363636,60000000,67.298732,484409218,90,7.3,4056,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"901",0,1,1.61538461538462,50200000,26.60772,127869379,106,6.5,1652,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"902",0,1,1.8695652173913,48000000,28.803729,390493908,143,6.6,909,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"903",0,1,1.7,50000000,27.039636,273552592,139,6.7,913,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"904",0,0,1.62962962962963,50000000,68.87691,549368315,106,6.3,4697,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"905",0,0,1.47169811320755,50000000,37.885022,314178011,139,7.2,915,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"906",0,0,1.79166666666667,50000000,35.537397,202292902,115,7,832,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"907",1,1,1.70833333333333,50000000,38.125008,173649015,119,6,923,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"908",0,0,1.83333333333333,50000000,18.121404,171269535,96,5.6,644,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"909",1,0,1.69565217391304,50000000,37.069253,260095987,112,6.6,2435,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"910",1,1,1.375,52000000,30.347332,256271286,131,7.1,716,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"911",0,1,1.47368421052632,50000000,23.854701,177371441,116,6.3,850,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"912",0,1,1.76190476190476,50000000,52.380982,188441614,112,7,3319,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"913",0,1,1.53846153846154,60000000,50.163785,223664608,123,7.2,1516,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"914",0,1,1.4375,70000000,43.849351,225990978,104,6.4,1813,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"915",0,0,1.78260869565217,50000000,45.318703,216972543,107,6.2,1650,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"916",0,1,1.375,0,16.368283,0,124,6.9,277,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"917",0,0,1.6875,50000000,38.616744,242786137,96,5.8,854,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"918",0,1,1.375,50000000,65.90161,212902372,125,5.6,1652,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"919",1,1,1.77777777777778,45000000,45.220386,184376254,129,7.3,1630,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"920",0,0,1.78571428571429,90000000,17.457947,161626121,100,6.7,548,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"921",0,1,1.77777777777778,50000000,10.755847,152022101,109,5,213,1,2,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"922",0,1,1.57142857142857,50000000,38.629763,120081841,124,6.5,909,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"923",0,0,1.42857142857143,50000000,32.693093,155446362,121,5.9,1486,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"924",0,1,1.66666666666667,50000000,18.806031,88715192,97,5.5,399,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"925",0,1,1.35714285714286,50000000,32.233713,161451538,110,5.4,632,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"926",0,1,1.31818181818182,50000000,37.990705,142851197,118,7,2443,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"927",0,0,1.66666666666667,50000000,17.667826,200804534,80,5.2,820,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"928",0,0,1.66666666666667,60000000,9.225166,0,99,5.2,193,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"929",1,0,1.75675675675676,50000000,46.180421,110206216,133,7,1381,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"930",0,1,1.85714285714286,50000000,30.397496,189859560,127,6.3,513,0,3,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"931",0,1,1.73684210526316,50000000,83.295796,222809600,106,6.8,2268,0,2,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"932",0,0,1.76744186046512,50000000,23.935053,106303988,98,5.5,509,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"933",0,1,1.80952380952381,54000000,84.630969,132511035,132,7.7,4442,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"934",0,0,1.75,50000000,16.251204,88323487,115,6,692,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"935",0,0,1.72222222222222,50000000,9.894346,69834815,86,6.2,106,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"936",0,1,1.73333333333333,50000000,12.050755,66002004,101,5.1,542,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"937",0,0,1.75,50000000,11.596207,100020092,113,6,220,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"938",0,1,1.5,50000000,53.02787,224803475,88,5.7,3239,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"939",0,0,1.58333333333333,50000000,14.382253,119137784,124,6.3,276,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"940",0,0,1.66666666666667,50000000,43.450266,144492830,109,5.9,1567,0,2,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"941",0,1,1.88,50000000,16.871194,9.4e+07,128,6.3,451,1,6,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"942",0,0,1.76190476190476,50000000,42.526529,69411370,144,7,938,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"943",0,1,1.63157894736842,50000000,34.890999,97437106,95,7.3,755,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
"944",0,0,1.75,45000000,18.186026,82800000,105,5.6,267,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"945",0,1,1.63636363636364,50000000,13.576765,50068310,121,6.4,223,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"946",1,1,1.84615384615385,50000000,19.434672,48169156,125,6,395,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"947",1,1,1.70967741935484,50000000,62.925175,109423648,129,7.5,1506,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"948",0,0,1.33333333333333,50000000,32.927994,97607453,125,6.3,1067,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"949",0,0,1.92857142857143,0,14.837288,0,118,6.1,203,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"950",0,0,1.47619047619048,50000000,39.920035,234989584,113,6.1,1611,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"951",0,1,1.74285714285714,50000000,28.725621,44547681,140,6.8,582,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"952",0,0,1.21951219512195,50000000,20.566554,160602194,89,5.8,817,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"953",0,0,1.86363636363636,50000000,20.333953,119208989,104,5.5,434,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"954",0,0,1.76,50000000,33.98637,41482207,106,6.2,652,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"955",0,1,1.73333333333333,50000000,42.472324,83719388,141,7.2,1417,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"956",0,1,1.84210526315789,50000000,15.931084,0,124,5.8,255,0,5,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"957",0,0,1.71428571428571,45000000,29.880122,129394835,94,6.1,1267,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"958",0,1,1.58064516129032,50000000,28.803802,40203020,108,6.1,750,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"959",0,1,1.63636363636364,50000000,14.993459,55495563,105,6.1,298,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"960",0,1,1.8,50000000,9.114168,4.9e+07,102,4.5,104,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"961",0,0,1.71428571428571,50000000,12.31101,69425966,92,4.4,269,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"962",1,1,1.66666666666667,40000000,41.362082,144056873,119,6.3,1233,0,5,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"963",0,0,1.33333333333333,50000000,13.298205,49718611,119,5.9,189,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"964",0,0,1.8,40000000,19.085403,60462347,99,6.2,371,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"965",0,1,1.71428571428571,50000000,9.622345,0,137,6.3,88,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"966",0,0,1.5625,50000000,11.106006,113309743,115,4.4,205,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"967",0,1,1.75,50000000,12.25622,83761844,87,5,149,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"968",0,1,1.64705882352941,50000000,13.365715,105197635,129,5.8,510,0,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"969",0,1,1.73684210526316,50000000,16.167093,56714147,120,6,268,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"970",0,1,1.8,50000000,23.073933,30303072,132,6,387,0,3,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"971",0,0,1.84615384615385,50000000,6.567065,82169884,121,6,654,0,3,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"972",0,0,1.6,50000000,6.22577,58900031,95,5.9,75,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"973",0,0,1.625,44000000,42.933027,63327201,125,6,1817,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"974",0,1,1.86666666666667,50000000,19.226763,42792561,98,6.2,286,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"975",0,0,1.625,50000000,10.089065,26199517,110,6.1,206,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"976",0,1,1.90909090909091,50000000,13.391833,60161391,118,6,368,0,5,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"977",0,0,1.75,50000000,21.637234,42277365,97,5.6,373,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"978",1,0,1.78260869565217,70000000,61.245957,23159305,86,7.6,1436,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"979",1,1,1.84615384615385,50000000,25.237969,34808403,119,7.1,775,1,7,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"980",0,1,1.78260869565217,50000000,21.589393,25035950,139,6.6,428,1,2,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"981",0,1,1.32394366197183,50000000,22.442241,38955598,130,7.3,480,0,2,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"982",0,1,1.52941176470588,40000000,6.004422,0,100,5.4,120,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"983",0,1,1.78571428571429,50000000,74.64653,71561644,114,6.3,1148,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"984",0,1,1.66666666666667,51500000,35.481169,55112356,100,7.2,848,0,5,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"985",0,1,1.77777777777778,50000000,14.723467,44434439,110,5.8,458,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"986",0,1,1.875,60000000,21.084542,66976317,148,6.2,367,0,2,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"987",0,1,1.72222222222222,49900000,21.408222,26121638,102,5.2,501,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"988",0,1,1.47058823529412,50000000,19.267479,38502340,84,5.8,391,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"989",0,1,1.71428571428571,50000000,3.314004,10541523,114,5.9,81,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"990",0,0,1.625,50000000,21.312186,16671505,99,5.8,274,0,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"991",0,1,1.55555555555556,50000000,7.44268,10382407,135,5.5,108,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"992",1,1,1.69230769230769,22000000,12.54949,24188922,108,6.5,235,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"993",0,0,1.55,50000000,18.394571,22944502,127,6,444,0,2,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"994",0,0,1.78947368421053,50000000,8.189406,9851610,95,5.2,44,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"995",0,0,1.60714285714286,50000000,27.631262,40828540,95,5.6,760,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"996",0,1,1.46153846153846,60000000,40.721373,60052138,124,5.6,984,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"997",0,0,1.8,55000000,11.329727,0,109,5.9,132,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"998",0,1,1.40909090909091,50000000,37.253774,55969000,100,4.7,797,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"999",0,1,1.81818181818182,50000000,6.397388,6808550,88,5,76,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1000",0,1,1.41666666666667,60000000,2.275331,0,105,5.4,37,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1001",0,0,1.8,50000000,30.387148,28931401,105,5.3,600,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1002",0,0,1.5,50000000,8.139676,12764201,97,3.9,112,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1003",0,0,1.8,49000000,21.746245,72700000,87,5.7,437,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1004",0,0,1.48837209302326,49000000,2.808428,20423389,104,6.2,71,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1005",0,0,1.66666666666667,50000000,31.02233,36348784,116,7.2,666,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1006",1,1,1.74074074074074,48000000,25.170217,207515725,147,6.9,562,1,2,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1007",1,0,1.87096774193548,48000000,80.972475,474171806,127,7.6,3152,1,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1008",1,1,1.51851851851852,0,26.38704,68929150,130,6.5,639,0,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1009",0,0,1.8125,49000000,116.700319,104399548,120,6.6,3062,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1010",0,1,1.8,73000000,33.884459,151493655,118,6.5,826,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1011",1,1,1.63636363636364,48000000,53.043124,196397415,111,6.5,1267,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1012",0,0,1.45454545454545,0,0.716764,0,0,4.3,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1013",1,1,1.78571428571429,75000000,34.973086,1.08e+08,114,6.6,692,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1014",0,1,1.7,50000000,40.371098,3324330,137,6.1,547,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1015",0,1,1.57894736842105,48000000,18.60049,85498534,112,6,518,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1016",0,1,1.59259259259259,48000000,30.920075,50315140,120,7.1,695,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1017",1,1,1.75,0,11.940711,0,118,6,418,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1018",0,0,1.72727272727273,48000000,19.348007,90383208,93,5.6,512,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1019",0,1,1.625,58000000,8.59075,25928721,127,6.6,68,1,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"1020",1,1,1.95,55000000,48.801089,70016220,122,6.9,1188,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
