"","topDirector","topActor","CastGenderAVG","budget","popularity","revenue","runtime","vote_average","vote_count","holiday_month","num_lang","original_isEnglish","country_USA","country_UK","country_Germany","country_France","country_Canada","country_Austr","genre_Action","genre_Adventure","genre_Fantasy","genre_Science Fiction","genre_Crime","genre_Drama","genre_Thriller","genre_Animation","genre_Family","genre_Western","genre_Comedy","genre_Romance","genre_Horror","genre_Mystery","genre_History","genre_War","genre_Music","genre_Documentary","genre_Foreign","genre_TV Movie"
"2698",0,1,1.63157894736842,0,11.706309,0,120,6.4,119,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2699",0,0,1.42857142857143,14000000,4.66723,10424470,86,5.3,73,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2700",0,0,1.33333333333333,14000000,7.487843,11417362,87,5.5,134,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2701",0,0,1.46666666666667,14000000,13.65494,19777647,112,7.4,283,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2702",0,1,1.52631578947368,26000000,11.942862,14821658,136,6.9,240,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2703",0,0,1.66666666666667,14000000,5.833687,5108820,90,5.5,68,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"2704",0,1,1.33333333333333,14000000,6.370267,0,107,6.2,21,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2705",0,1,1.5,0,4.052219,4291965,101,6.4,25,0,3,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2706",0,1,1.57142857142857,0,3.231848,0,84,4.4,49,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"2707",0,0,1.58333333333333,14000000,0.900442,2474000,139,5.2,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2708",0,1,1.55555555555556,0,8.387573,0,93,6.3,108,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2709",0,0,1.85714285714286,0,0.633004,0,127,5.8,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2710",0,0,1.75,0,9.242554,5405500,150,6.3,204,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2711",0,0,1.66666666666667,0,1.866443,0,104,5.8,22,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2712",0,0,1.8,0,5.930533,0,132,7.1,75,0,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2713",0,0,1.625,12000000,4.930129,0,117,6.7,57,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2714",0,1,1.5,0,8.747922,0,113,6.3,55,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"2715",1,1,1.42105263157895,14000000,4.898424,46495,149,6.1,86,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2716",0,0,1.71428571428571,108,7.410523,0,90,4,97,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"2717",0,0,1.53333333333333,14000000,24.210698,1755212,89,7.4,418,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2718",0,1,1.45454545454545,14000000,44.135568,178043761,134,7.5,1480,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2719",0,0,1.5,12000000,16.051328,0,97,6.9,803,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2720",0,1,1.5,13500000,9.982885,29027914,107,6.9,144,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2721",0,0,1.55555555555556,14000000,16.618874,12314651,93,5,354,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2722",0,1,1.61538461538462,13500000,7.261196,7060876,124,6.8,128,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2723",1,1,1.71428571428571,15000000,32.306455,19422261,110,6.7,1206,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2724",0,1,1.5,0,4.722403,0,105,6,27,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"2725",0,0,1.78378378378378,18339750,32.445895,92180910,156,7.7,1037,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"2726",0,1,1.6,12806000,17.363739,38535221,125,7.2,219,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2727",0,0,1.5,13300000,29.782161,5380251,108,6,1102,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2728",0,1,2,13000000,18.362333,123922370,121,7.1,642,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"2729",0,0,1.81818181818182,13400000,0.680753,16700000,100,4.7,7,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"2730",0,0,1.75,13000000,6.735922,98441954,105,4.8,154,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"2731",1,1,1.4,13000000,91.285683,327803731,108,7.3,4430,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2732",0,1,1.77142857142857,13000000,105.792936,47542841,200,8.3,3338,1,4,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2733",0,0,1.5,13000000,9.969624,91038276,112,6.3,352,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"2734",0,0,1.58823529411765,7000000,17.113408,72500000,99,5.8,281,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"2735",0,0,1.48275862068966,16000000,10.248439,7.7e+07,117,6.7,186,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2736",0,0,1.6,13000000,25.316146,73180723,83,5.2,509,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2737",0,1,1.83333333333333,13000000,9.499325,44726644,107,6.6,258,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2738",0,1,1.57894736842105,13000000,43.791745,54837234,102,7.1,763,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2739",0,0,1.54545454545455,12500000,11.828068,49002684,100,6,210,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2740",0,0,1.625,16000000,54.550275,53478166,97,7.3,1701,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2741",0,0,1.77777777777778,13000000,13.525704,0,88,5.7,151,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"2742",0,1,1.81818181818182,0,12.963328,0,84,5.7,157,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2743",0,0,1.5,17000000,60.829621,119100758,86,6.2,1567,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"2744",0,0,1.69230769230769,13000000,73.307513,96060858,113,7.3,2060,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2745",0,0,1.44444444444444,0,7.964289,0,89,4.8,51,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"2746",0,1,1.57142857142857,13000000,2.388918,0,117,7.1,29,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2747",0,0,1.6,12000000,4.580081,36450736,97,3.3,75,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"2748",0,0,1.7,13000000,6.425528,27007143,91,6.1,109,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"2749",0,0,1.33333333333333,12000000,4.63093,0,100,5.7,46,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"2750",0,0,1.6,13000000,16.681567,35763605,84,5.8,308,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2751",0,1,1.6,13200000,24.656068,53830415,83,5.6,181,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2752",0,0,1.7037037037037,18000000,37.104353,57096190,126,6.7,1399,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"2753",1,1,1.5,15000000,95.130041,36869414,108,7.6,4737,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2754",0,1,1.70588235294118,13000000,27.546914,22863596,112,7.3,1101,0,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2755",0,0,1.56,6000000,2.27213,0,90,6.6,17,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2756",0,0,1.63636363636364,13000000,17.371327,45300000,89,5.7,290,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2757",0,0,1.44444444444444,13000000,6.130096,16929123,99,6.6,96,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2758",0,0,2,19000000,24.47248,68673228,141,7.2,541,1,2,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2759",0,1,1.68,13000000,6.764437,11130889,104,6.2,123,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2760",0,0,1.75,13000000,1.750054,8026971,84,5.5,10,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2761",1,1,1.625,6000000,66.11334,35401758,117,8.1,2757,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2762",0,1,1.78947368421053,0,9.066881,0,82,6.5,66,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2763",0,0,1.4,13000000,6.170139,7820688,95,6.4,135,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"2764",0,1,1.71428571428571,13000000,4.742537,27500000,94,5.7,67,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2765",0,1,1.7,0,1.212956,0,99,6.6,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2766",0,1,1.57142857142857,13000000,11.880899,16757163,106,5.5,135,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2767",0,1,1.70588235294118,0,10.131123,0,84,5.1,163,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2768",0,1,1.8125,13000000,5.831302,0,93,6.1,103,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"2769",0,1,1.54545454545455,13000000,35.522027,48065672,93,5.7,737,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2770",1,1,1.55555555555556,13000000,10.573191,4857367,120,6.8,207,1,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2771",0,1,1.55555555555556,0,4.898437,0,112,5.9,60,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2772",0,0,1.44444444444444,13000000,17.632446,1.8e+07,107,5.4,304,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2773",0,0,1.66666666666667,0,1.780065,0,112,6.7,11,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2774",0,1,1.3125,15000000,26.373864,8459458,96,5.9,498,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"2775",0,0,1.625,13000000,1.647335,9789900,91,4.8,4,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2776",0,1,2,13000000,12.321302,2636637,125,6.5,138,0,2,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2777",0,0,1.5,13000000,43.444135,33400000,102,7.7,2968,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2778",0,0,1.83333333333333,3000000,1.279106,1200000,87,4.5,10,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2779",0,0,1.53846153846154,13000000,3.680896,1151330,110,6.4,60,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2780",0,0,1.42857142857143,0,2.996284,0,120,5.6,17,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"2781",0,0,1.77777777777778,13000000,10.475368,1784763,91,4.6,243,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"2782",0,0,1.7037037037037,14350531,30.952377,3964682,88,6.3,733,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2783",0,0,2,10000000,4.267466,303877,127,5.8,45,1,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"2784",0,0,1.45454545454545,13000000,34.532418,68572378,94,6.6,1257,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2785",0,0,1.72727272727273,0,6.116436,0,110,5.8,29,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"2786",0,0,1.75,0,1.714972,33082548,90,5.3,34,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2787",0,0,1.625,13000000,19.664699,10652035,98,6.4,503,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2788",0,0,1.83333333333333,12000000,6.537986,55260558,100,7.1,109,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2789",0,1,1.5,12500000,13.349012,23367586,120,6.7,137,1,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2790",0,0,1.66666666666667,0,6.796079,0,108,6.9,96,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2791",0,1,1.81818181818182,12500000,35.268557,12281551,120,7.5,749,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2792",0,0,1.44444444444444,3100000,7.453347,0,111,5.9,92,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2793",0,1,1.85714285714286,12500000,13.939054,10725228,100,7.5,323,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2794",0,1,1.77777777777778,13000000,11.892615,0,109,6,173,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2795",0,0,1.6,0,5.69872,0,118,6,94,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"2796",0,0,1.22727272727273,12500000,8.780512,27206120,101,5.4,177,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"2797",0,0,1.77777777777778,0,4.021389,0,101,8.4,11,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2798",0,1,1.41666666666667,12000000,15.817096,11293663,106,7.1,509,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2799",0,0,1.72727272727273,12500000,34.821223,20416563,94,7.7,1451,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2800",0,0,1.6875,12800000,22.022228,40031879,140,7.6,377,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2801",0,1,1.83333333333333,0,0.139384,0,132,6.2,25,1,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2802",0,0,1.72727272727273,12500000,2.950618,1227324,99,7.3,31,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2803",0,0,1.45,15000000,7.497306,5024782,90,5.8,84,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2804",0,1,1.66666666666667,20000000,26.396191,31327899,105,6.3,1150,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"2805",0,1,1.76923076923077,12500000,6.546037,1083683,108,6,94,0,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2806",0,0,1.625,12300000,28.670193,84460846,69,7,640,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"2807",0,0,1.66666666666667,0,9.572705,15,140,7.4,133,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"2808",0,0,1.78571428571429,12500000,0.903529,3878993,118,6.3,30,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2809",0,0,1.53846153846154,8000000,47.584643,441306145,122,7.5,2005,1,6,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"2810",1,0,1.6875,7000000,50.152327,470654000,124,7.5,2542,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"2811",0,1,1.53658536585366,11000000,60.767168,235483004,95,6.4,2296,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2812",0,1,1.6875,12516654,11.103202,8109160,78,7.6,142,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"2813",0,0,1.71428571428571,25000000,15.26213,79817939,94,5.6,304,1,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2814",0,0,1.375,12000000,6.035152,96070507,122,6.9,281,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2815",0,0,1.9,12000000,10.297189,75781642,102,6.2,137,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2816",0,0,1.76923076923077,12000000,22.434102,96800000,113,7.3,675,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2817",0,0,1.76923076923077,15000000,41.249004,107217396,86,6.4,1648,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"2818",0,0,1.91304347826087,12000000,23.161754,79567667,114,7,504,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2819",0,1,1.8,12000000,19.195399,68706993,113,7,375,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2820",0,0,1.83333333333333,12000000,21.958055,81272766,110,6.3,417,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"2821",0,1,1.17391304347826,12000000,45.477802,114194847,104,6.7,1060,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"2822",0,0,1.81818181818182,12000000,12.60629,0,81,6.5,168,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2823",1,1,1.625,12000000,40.631671,39673162,154,7.3,1514,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2824",0,0,1.73333333333333,12000000,26.219598,43493123,107,6.2,497,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2825",0,1,1.75,15000000,64.504747,1.45e+08,84,6.6,1935,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2826",0,0,1.6,12000000,3.389249,30400000,132,6.2,51,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"2827",0,0,1.95238095238095,5000000,14.779537,42365581,116,6.6,249,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"2828",0,0,1.42857142857143,12000000,6.703319,61141030,93,4.7,158,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
"2829",0,1,1.47058823529412,12000000,49.070321,1e+08,88,6.5,1564,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2830",0,0,1.97297297297297,12000000,21.933822,89800000,172,7.3,323,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"2831",0,0,1.8,12000000,20.624896,52223306,96,6.6,435,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"2832",0,0,1.73333333333333,12000000,8.083995,40855419,89,5.5,339,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"2833",0,0,1.33333333333333,12000000,11.135734,56309766,98,5.5,281,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"2834",0,0,1.33333333333333,12000000,4.623609,31179516,97,4.7,30,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"2835",0,0,1.77777777777778,12000000,11.510281,31155435,93,6.3,218,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2836",0,1,2,0,15.085981,27281507,85,7.2,212,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"2837",0,0,1.6,12000000,18.422327,56298474,123,7.3,383,0,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2838",0,0,1.5,12000000,8.410688,32726956,93,6.5,85,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2839",0,1,1.55555555555556,12000000,74.358971,307166834,125,7.6,3759,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2840",0,1,1.93103448275862,12000000,18.422008,22921898,121,6.9,439,0,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2841",0,0,1.54545454545455,0,15.896312,25434291,102,6.3,210,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2842",0,0,1.8,12000000,8.61659,5.4e+07,102,5.4,25,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2843",0,0,1.375,12000000,6.044161,21133087,99,6.5,330,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"2844",0,0,1.23076923076923,12000000,29.019504,100129872,98,7.4,579,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2845",0,0,1.41666666666667,0,6.2464,0,118,6.4,72,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
